"","Metadata_Slide","Metadata_Stiffness","Metadata_Experiment","Metadata_Row","Metadata_Time","Metadata_Column","Metadata_Ratio","Metadata_ECMs","Abb_ECM","Mean_Object_Count","SD_Object_Count","Metadata_Block","CollagenI","CollagenIV","Laminin","Hyaluronic_Acid","TenascinC","Osteopontin","Galectin3","Fibronectin","Decorin"
"458","02","1 kPa","BAAe4","06","Day 0","08","50/50","Collagen IOsteopontin","C1OPN",24,16,"3",0.5,0,0,0,0,0.5,0,0,0
"459","02","1 kPa","BAAe4","06","Day 0","09","100","Collagen I","C1",40.6666666666667,15.5349069303081,"3",1,0,0,0,0,0,0,0,0
"460","02","1 kPa","BAAe4","06","Day 0","10","50/50","Collagen IGalectin 3","C1G3",30,27.7848879788996,"3",0.5,0,0,0,0,0,0.5,0,0
"461","02","1 kPa","BAAe4","06","Day 0","11","25/75","OsteopontinFibronectin","OPNFN",3,1.4142135623731,"3",0,0,0,0,0,0.25,0,0.75,0
"462","02","1 kPa","BAAe4","06","Day 0","12","50/50","Galectin 3Fibronectin","G3FN",2.66666666666667,1.15470053837925,"3",0,0,0,0,0,0,0.5,0.5,0
"463","02","1 kPa","BAAe4","07","Day 0","02","50/50","OsteopontinDecorin","OPNDN",12,8.48528137423857,"3",0,0,0,0,0,0.5,0,0,0.5
"464","02","1 kPa","BAAe4","07","Day 0","03","25/75","Collagen IVHyaluronic Acid","C4HA",56,12,"3",0,0.25,0,0.75,0,0,0,0,0
"465","02","1 kPa","BAAe4","07","Day 0","04","25/75","Tenascin CGalectin 3","TCG3",5,1.4142135623731,"3",0,0,0,0,0.25,0,0.75,0,0
"466","02","1 kPa","BAAe4","07","Day 0","05","100","Fibronectin","FN",7.33333333333333,5.03322295684717,"3",0,0,0,0,0,0,0,1,0
"467","02","1 kPa","BAAe4","07","Day 0","06","50/50","Collagen IVOsteopontin","C4OPN",54,28,"3",0,0.5,0,0,0,0.5,0,0,0
"468","02","1 kPa","BAAe4","07","Day 0","07","25/75","Collagen IDecorin","C1DN",18.6666666666667,18.5831464863551,"3",0.25,0,0,0,0,0,0,0,0.75
"469","02","1 kPa","BAAe4","07","Day 0","08","25/75","Hyaluronic AcidOsteopontin","HAOPN",3.33333333333333,2.3094010767585,"3",0,0,0,0.25,0,0.75,0,0,0
"470","02","1 kPa","BAAe4","07","Day 0","09","75/25","LamininFibronectin","LNFN",2,NA,"3",0,0,0.75,0,0,0,0,0.25,0
"471","02","1 kPa","BAAe4","07","Day 0","10","25/75","OsteopontinDecorin","OPNDN",4,0,"3",0,0,0,0,0,0.25,0,0,0.75
"472","02","1 kPa","BAAe4","07","Day 0","11","25/75","Collagen IVGalectin 3","C4G3",8,10.3923048454133,"3",0,0.25,0,0,0,0,0.75,0,0
"473","02","1 kPa","BAAe4","07","Day 0","12","25/75","Collagen IOsteopontin","C1OPN",3.33333333333333,1.15470053837925,"3",0.25,0,0,0,0,0.75,0,0,0
"474","02","1 kPa","BAAe4","08","Day 0","02","25/75","Collagen IVTenascin C","C4TC",82,32.9241552663087,"3",0,0.25,0,0,0.75,0,0,0,0
"475","02","1 kPa","BAAe4","08","Day 0","03","25/75","Collagen IGalectin 3","C1G3",6,3.46410161513775,"3",0.25,0,0,0,0,0,0.75,0,0
"476","02","1 kPa","BAAe4","08","Day 0","04","50/50","Collagen IVHyaluronic Acid","C4HA",74.6666666666667,35.9072880253206,"3",0,0.5,0,0.5,0,0,0,0,0
"477","02","1 kPa","BAAe4","08","Day 0","05","75/25","Collagen IVOsteopontin","C4OPN",108,41.0365690573664,"3",0,0.75,0,0,0,0.25,0,0,0
"478","02","1 kPa","BAAe4","08","Day 0","06","50/50","Hyaluronic AcidGalectin 3","HAG3",5,1.4142135623731,"3",0,0,0,0.5,0,0,0.5,0,0
"479","02","1 kPa","BAAe4","08","Day 0","07","50/50","Tenascin COsteopontin","TCOPN",24,33.0454232837166,"3",0,0,0,0,0.5,0.5,0,0,0
"480","02","1 kPa","BAAe4","08","Day 0","08","75/25","Hyaluronic AcidDecorin","HADN",2,NA,"3",0,0,0,0.75,0,0,0,0,0.25
"481","02","1 kPa","BAAe4","08","Day 0","09","25/75","Collagen IVLaminin","C4LN",22.6666666666667,3.05505046330389,"3",0,0.25,0.75,0,0,0,0,0,0
"482","02","1 kPa","BAAe4","08","Day 0","10","75/25","Hyaluronic AcidOsteopontin","HAOPN",12.6666666666667,16.7729941672122,"3",0,0,0,0.75,0,0.25,0,0,0
"483","02","1 kPa","BAAe4","08","Day 0","11","50/50","DecorinGalectin 3","DNG3",7,4.24264068711928,"3",0,0,0,0,0,0,0.5,0,0.5
"484","02","1 kPa","BAAe4","08","Day 0","12","25/75","Collagen IVDecorin","C4DN",4.66666666666667,3.05505046330389,"3",0,0.25,0,0,0,0,0,0,0.75
"485","02","1 kPa","BAAe4","09","Day 0","02","25/75","Collagen ITenascin C","C1TC",21,26.8700576850888,"3",0.25,0,0,0,0.75,0,0,0,0
"486","02","1 kPa","BAAe4","09","Day 0","03","25/75","DecorinGalectin 3","DNG3",2,NA,"3",0,0,0,0,0,0,0.75,0,0.25
"487","02","1 kPa","BAAe4","09","Day 0","04","50/50","Collagen IFibronectin","C1FN",47.3333333333333,26.4070697604511,"3",0.5,0,0,0,0,0,0,0.5,0
"488","02","1 kPa","BAAe4","09","Day 0","05","75/25","OsteopontinGalectin 3","OPNG3",4,NA,"3",0,0,0,0,0,0.75,0.25,0,0
"489","02","1 kPa","BAAe4","09","Day 0","06","50/50","LamininTenascin C","LNTC",2,0,"3",0,0,0.5,0,0.5,0,0,0,0
"490","02","1 kPa","BAAe4","09","Day 0","07","75/25","OsteopontinDecorin","OPNDN",17.3333333333333,12.7017059221718,"3",0,0,0,0,0,0.75,0,0,0.25
"491","02","1 kPa","BAAe4","09","Day 0","08","25/75","Hyaluronic AcidGalectin 3","HAG3",4,2.82842712474619,"3",0,0,0,0.25,0,0,0.75,0,0
"492","02","1 kPa","BAAe4","09","Day 0","09","75/25","Hyaluronic AcidGalectin 3","HAG3",9,4.24264068711928,"3",0,0,0,0.75,0,0,0.25,0,0
"493","02","1 kPa","BAAe4","09","Day 0","10","25/75","Collagen IFibronectin","C1FN",34.6666666666667,7.57187779440036,"3",0.25,0,0,0,0,0,0,0.75,0
"494","02","1 kPa","BAAe4","09","Day 0","11","25/75","Tenascin CHyaluronic Acid","TCHA",6.66666666666667,4.16333199893227,"3",0,0,0,0.75,0.25,0,0,0,0
"495","02","1 kPa","BAAe4","09","Day 0","12","75/25","Hyaluronic AcidFibronectin","HAFN",8,3.46410161513775,"3",0,0,0,0.75,0,0,0,0.25,0
"496","02","1 kPa","BAAe4","10","Day 0","02","50/50","Collagen IVGalectin 3","C4G3",122.666666666667,42.2532050066422,"3",0,0.5,0,0,0,0,0.5,0,0
"497","02","1 kPa","BAAe4","10","Day 0","03","25/75","Hyaluronic AcidDecorin","HADN",7.33333333333333,9.23760430703401,"3",0,0,0,0.25,0,0,0,0,0.75
"498","02","1 kPa","BAAe4","10","Day 0","05","100","Galectin 3","G3",15.3333333333333,5.03322295684717,"3",0,0,0,0,0,0,1,0,0
"499","02","1 kPa","BAAe4","10","Day 0","06","25/75","Collagen IVFibronectin","C4FN",50.6666666666667,4.16333199893227,"3",0,0.25,0,0,0,0,0.75,0,0
"500","02","1 kPa","BAAe4","10","Day 0","07","25/75","DecorinFibronectin","DNFN",3.33333333333333,2.3094010767585,"3",0,0,0,0,0,0,0,0.75,0.25
"501","02","1 kPa","BAAe4","10","Day 0","08","50/50","LamininDecorin","LNDN",2,NA,"3",0,0,0.5,0,0,0,0,0,0.5
"502","02","1 kPa","BAAe4","10","Day 0","09","25/75","LamininTenascin C","LNTC",3.33333333333333,2.3094010767585,"3",0,0,0.25,0,0.75,0,0,0,0
"503","02","1 kPa","BAAe4","10","Day 0","10","75/25","Tenascin COsteopontin","TCOPN",4,NA,"3",0,0,0,0,0.75,0.25,0,0,0
"504","02","1 kPa","BAAe4","10","Day 0","11","75/25","LamininTenascin C","LNTC",2,NA,"3",0,0,0.75,0,0.25,0,0,0,0
"505","02","1 kPa","BAAe4","10","Day 0","12","75/25","Collagen IOsteopontin","C1OPN",26,19.2873015219859,"3",0.75,0,0,0,0,0.25,0,0,0
"506","02","1 kPa","BAAe4","11","Day 0","02","50/50","Collagen IVLaminin","C4LN",85.3333333333333,31.3900196453161,"3",0,0.5,0.5,0,0,0,0,0,0
"507","02","1 kPa","BAAe4","11","Day 0","03","25/75","LamininGalectin 3","LNG3",4,2.82842712474619,"3",0,0,0.25,0,0,0,0.75,0,0
"508","02","1 kPa","BAAe4","11","Day 0","04","25/75","Collagen ILaminin","C1LN",20.6666666666667,9.45163125250522,"3",0.25,0,0.75,0,0,0,0,0,0
"509","02","1 kPa","BAAe4","11","Day 0","05","100","Collagen IV","C4",105.333333333333,57.1430952375992,"3",0,1,0,0,0,0,0,0,0
"510","02","1 kPa","BAAe4","11","Day 0","06","25/75","LamininDecorin","LNDN",33,24.0416305603426,"3",0,0,0.25,0,0,0,0,0,0.75
"511","02","1 kPa","BAAe4","11","Day 0","07","50/50","Collagen IVFibronectin","C4FN",58,24.3310501211929,"3",0,0.5,0,0,0,0,0.5,0,0
"512","02","1 kPa","BAAe4","11","Day 0","08","25/75","LamininHyaluronic Acid","LNHA",6,2.82842712474619,"3",0,0,0.25,0.75,0,0,0,0,0
"513","02","1 kPa","BAAe4","11","Day 0","09","50/50","Collagen IVTenascin C","C4TC",107.333333333333,38.2796725865482,"3",0,0.5,0,0,0.5,0,0,0,0
"514","02","1 kPa","BAAe4","11","Day 0","10","50/50","Collagen IHyaluronic Acid","C1HA",10,0,"3",0.5,0,0,0,0,0.5,0,0,0
"515","02","1 kPa","BAAe4","11","Day 0","11","50/50","LamininHyaluronic Acid","LNHA",3.33333333333333,2.3094010767585,"3",0,0,0.5,0.5,0,0,0,0,0
"516","02","1 kPa","BAAe4","11","Day 0","12","75/25","Collagen IGalectin 3","C1G3",18,12.4899959967968,"3",0.75,0,0,0,0,0,0.25,0,0
"517","02","1 kPa","BAAe4","12","Day 0","02","50/50","Collagen IDecorin","C1DN",22,17.4355957741627,"3",0.5,0,0,0,0,0,0,0,0.5
"518","02","1 kPa","BAAe4","12","Day 0","03","25/75","OsteopontinGalectin 3","OPNG3",10.6666666666667,5.03322295684717,"3",0,0,0,0,0,0.25,0.75,0,0
"519","02","1 kPa","BAAe4","12","Day 0","04","75/25","Galectin 3Fibronectin","G3FN",6,5.65685424949238,"3",0,0,0,0,0,0,0.75,0.25,0
"520","02","1 kPa","BAAe4","12","Day 0","05","50/50","Collagen IVDecorin","C4DN",66.6666666666667,41.5852537966685,"3",0,0.5,0,0,0,0,0,0,0.5
"521","02","1 kPa","BAAe4","12","Day 0","06","75/25","Tenascin CDecorin","TCDN",19,21.2132034355964,"3",0,0,0,0,0.75,0,0,0,0.25
"522","02","1 kPa","BAAe4","12","Day 0","07","50/50","Hyaluronic AcidOsteopontin","HAOPN",10.6666666666667,4.61880215351701,"3",0,0,0,0.5,0,0.5,0,0,0
"523","02","1 kPa","BAAe4","12","Day 0","08","100","Hyaluronic Acid","HA",22,28.2842712474619,"3",0,0,0,1,0,0,0,0,0
"524","02","25 kPa","BAe2","02","Day 0","02","25/75","Collagen ILaminin","C1LN",250,18.6815416922694,"1",0.25,0,0.75,0,0,0,0,0,0
"525","02","25 kPa","BAe2","02","Day 0","03","50/50","Collagen IHyaluronic Acid","C1HA",201.666666666667,10.9696551146029,"1",0.5,0,0,0,0,0.5,0,0,0
"526","02","25 kPa","BAe2","02","Day 0","04","50/50","Hyaluronic AcidFibronectin","HAFN",154,21.7944947177034,"1",0,0,0,0.5,0,0,0,0.5,0
"527","02","25 kPa","BAe2","02","Day 0","05","75/25","Collagen IVDecorin","C4DN",177.333333333333,46.1121820491433,"1",0,0.75,0,0,0,0,0,0,0.25
"528","02","25 kPa","BAe2","02","Day 0","06","25/75","Collagen IVFibronectin","C4FN",351,236.894491282512,"1",0,0.25,0,0,0,0,0.75,0,0
"529","02","25 kPa","BAe2","02","Day 0","07","75/25","Hyaluronic AcidFibronectin","HAFN",138.666666666667,30.0887575903914,"1",0,0,0,0.75,0,0,0,0.25,0
"530","02","25 kPa","BAe2","02","Day 0","08","75/25","Hyaluronic AcidOsteopontin","HAOPN",149,116.228223766863,"1",0,0,0,0.75,0,0.25,0,0,0
"531","02","25 kPa","BAe2","02","Day 0","09","75/25","LamininHyaluronic Acid","LNHA",157,64.8151216923952,"1",0,0,0.75,0.25,0,0,0,0,0
"532","02","25 kPa","BAe2","02","Day 0","10","25/75","Tenascin COsteopontin","TCOPN",101,50.9215082258961,"1",0,0,0,0,0.25,0.75,0,0,0
"533","02","25 kPa","BAe2","02","Day 0","11","75/25","LamininFibronectin","LNFN",116.333333333333,37.0720020140986,"1",0,0,0.75,0,0,0,0,0.25,0
"534","02","25 kPa","BAe2","02","Day 0","12","75/25","LamininTenascin C","LNTC",34.3333333333333,19.8578280114753,"1",0,0,0.75,0,0.25,0,0,0,0
"535","02","25 kPa","BAe2","03","Day 0","02","75/25","Collagen ITenascin C","C1TC",311,30.8058436014987,"1",0.75,0,0,0,0.25,0,0,0,0
"536","02","25 kPa","BAe2","03","Day 0","03","50/50","OsteopontinFibronectin","OPNFN",180.333333333333,66.7857270180787,"1",0,0,0,0,0,0.5,0,0.5,0
"537","02","25 kPa","BAe2","03","Day 0","04","25/75","Collagen ITenascin C","C1TC",202.666666666667,27.0246800782791,"1",0.25,0,0,0,0.75,0,0,0,0
"538","02","25 kPa","BAe2","03","Day 0","05","25/75","LamininTenascin C","LNTC",152.333333333333,25.1462389500564,"1",0,0,0.25,0,0.75,0,0,0,0
"539","02","25 kPa","BAe2","03","Day 0","06","100","Collagen IV","C4",173.333333333333,30.0388637157489,"1",0,1,0,0,0,0,0,0,0
"540","02","25 kPa","BAe2","03","Day 0","07","25/75","Tenascin CDecorin","TCDN",126.666666666667,78.6786714004077,"1",0,0,0,0,0.25,0,0,0,0.75
"541","02","25 kPa","BAe2","03","Day 0","08","75/25","Tenascin CHyaluronic Acid","TCHA",174,77.5435361587283,"1",0,0,0,0.25,0.75,0,0,0,0
"542","02","25 kPa","BAe2","03","Day 0","09","75/25","Collagen IVTenascin C","C4TC",239,64,"1",0,0.75,0,0,0.25,0,0,0,0
"543","02","25 kPa","BAe2","03","Day 0","11","50/50","Collagen IVLaminin","C4LN",229.666666666667,51.7912476518314,"1",0,0.5,0.5,0,0,0,0,0,0
"544","02","25 kPa","BAe2","03","Day 0","12","25/75","Collagen ICollagen IV","C1C4",159.666666666667,14.742229591664,"1",0.25,0.75,0,0,0,0,0,0,0
"545","02","25 kPa","BAe2","04","Day 0","02","25/75","LamininFibronectin","LNFN",184,71.0844568101916,"1",0,0,0.25,0,0,0,0,0.75,0
"546","02","25 kPa","BAe2","04","Day 0","03","25/75","Tenascin CFibronectin","TCFN",141.666666666667,54.8573908724552,"1",0,0,0,0,0.25,0,0,0.75,0
"547","02","25 kPa","BAe2","04","Day 0","04","50/50","Hyaluronic AcidOsteopontin","HAOPN",138.666666666667,72.5005747103658,"1",0,0,0,0.5,0,0.5,0,0,0
"548","02","25 kPa","BAe2","04","Day 0","05","75/25","Tenascin COsteopontin","TCOPN",179.666666666667,76.1730486020701,"1",0,0,0,0,0.75,0.25,0,0,0
"549","02","25 kPa","BAe2","04","Day 0","06","50/50","Collagen IVFibronectin","C4FN",161.666666666667,31.6596483450675,"1",0,0.5,0,0,0,0,0.5,0,0
"550","02","25 kPa","BAe2","04","Day 0","07","100","Hyaluronic Acid","HA",87,33.9411254969543,"1",0,0,0,1,0,0,0,0,0
"551","02","25 kPa","BAe2","04","Day 0","08","50/50","Collagen IVHyaluronic Acid","C4HA",170.333333333333,81.2978064484727,"1",0,0.5,0,0.5,0,0,0,0,0
"552","02","25 kPa","BAe2","04","Day 0","09","25/75","Collagen IVHyaluronic Acid","C4HA",186,51.4490038776262,"1",0,0.25,0,0.75,0,0,0,0,0
"553","02","25 kPa","BAe2","04","Day 0","10","25/75","OsteopontinFibronectin","OPNFN",142.666666666667,87.5347550024179,"1",0,0,0,0,0,0.25,0,0.75,0
"554","02","25 kPa","BAe2","04","Day 0","11","25/75","Hyaluronic AcidFibronectin","HAFN",96.6666666666667,52.2047252012051,"1",0,0,0,0.25,0,0,0,0.75,0
"555","02","25 kPa","BAe2","04","Day 0","12","75/25","LamininOsteopontin","LNOPN",64.6666666666667,45.3908948285153,"1",0,0,0.75,0,0,0.25,0,0,0
"556","02","25 kPa","BAe2","05","Day 0","02","75/25","Collagen IVOsteopontin","C4OPN",214,77.1492060879436,"1",0,0.75,0,0,0,0.25,0,0,0
"557","02","25 kPa","BAe2","05","Day 0","03","50/50","Collagen IVOsteopontin","C4OPN",163.333333333333,58.0717946453641,"1",0,0.5,0,0,0,0.5,0,0,0
"558","02","25 kPa","BAe2","05","Day 0","04","50/50","Hyaluronic AcidDecorin","HADN",154.333333333333,76.9177049406269,"1",0,0,0,0.5,0,0,0,0,0.5
"559","02","25 kPa","BAe2","05","Day 0","05","50/50","Collagen IDecorin","C1DN",185,124.145076422708,"1",0.5,0,0,0,0,0,0,0,0.5
"560","02","25 kPa","BAe2","05","Day 0","06","25/75","Collagen IFibronectin","C1FN",144,89.6046873773911,"1",0.25,0,0,0,0,0,0,0.75,0
"561","02","25 kPa","BAe2","05","Day 0","07","25/75","Collagen IVOsteopontin","C4OPN",154,101.651364968701,"1",0,0.25,0,0,0,0.75,0,0,0
"562","02","25 kPa","BAe2","05","Day 0","08","25/75","Tenascin CHyaluronic Acid","TCHA",120.333333333333,117.670443754298,"1",0,0,0,0.75,0.25,0,0,0,0
"563","02","25 kPa","BAe2","05","Day 0","09","75/25","Collagen ILaminin","C1LN",176.333333333333,103.016179958943,"1",0.75,0,0.25,0,0,0,0,0,0
"564","02","25 kPa","BAe2","05","Day 0","10","75/25","Collagen IVHyaluronic Acid","C4HA",174.333333333333,73.5481701562543,"1",0,0.75,0,0.25,0,0,0,0,0
"565","02","25 kPa","BAe2","05","Day 0","11","25/75","DecorinFibronectin","DNFN",104.666666666667,55.0121198767447,"1",0,0,0,0,0,0,0,0.75,0.25
"566","02","25 kPa","BAe2","05","Day 0","12","25/75","Collagen IHyaluronic Acid","C1HA",129.666666666667,58.7054795852426,"1",0.25,0,0,0.75,0,0,0,0,0
"567","02","25 kPa","BAe2","06","Day 0","02","50/50","LamininHyaluronic Acid","LNHA",94,77.1167945391923,"1",0,0,0.5,0.5,0,0,0,0,0
"568","02","25 kPa","BAe2","06","Day 0","03","75/25","Collagen IOsteopontin","C1OPN",233,158.379291575635,"1",0.75,0,0,0,0,0.25,0,0,0
"569","02","25 kPa","BAe2","06","Day 0","04","75/25","Collagen IDecorin","C1DN",210,108.512672071054,"1",0.75,0,0,0,0,0,0,0,0.25
"570","02","25 kPa","BAe2","06","Day 0","05","100","Osteopontin","OPN",26.5,36.0624458405139,"1",0,0,0,0,0,1,0,0,0
"571","02","25 kPa","BAe2","06","Day 0","06","100","Collagen I","C1",210.333333333333,96.0225667920481,"1",1,0,0,0,0,0,0,0,0
"572","02","25 kPa","BAe2","06","Day 0","07","50/50","Collagen ILaminin","C1LN",236,137.291660343955,"1",0.5,0,0.5,0,0,0,0,0,0
"573","02","25 kPa","BAe2","06","Day 0","08","100","Tenascin C","TC",106.333333333333,109.80588933811,"1",0,0,0,0,1,0,0,0,0
"574","02","25 kPa","BAe2","06","Day 0","09","50/50","Collagen ICollagen IV","C1C4",189.333333333333,119.169347289197,"1",0.5,0.5,0,0,0,0,0,0,0
"575","02","25 kPa","BAe2","06","Day 0","10","25/75","Collagen IVLaminin","C4LN",166.666666666667,76.0021929508178,"1",0,0.25,0.75,0,0,0,0,0,0
"576","02","25 kPa","BAe2","06","Day 0","11","75/25","Collagen ICollagen IV","C1C4",179.333333333333,44.5570794973519,"1",0.75,0.25,0,0,0,0,0,0,0
"577","02","25 kPa","BAe2","06","Day 0","12","50/50","Tenascin CFibronectin","TCFN",43,38.742741255621,"1",0,0,0,0,0.5,0,0,0.5,0
"578","02","25 kPa","BAe2","07","Day 0","02","25/75","Collagen IDecorin","C1DN",163,133.988805502549,"1",0.25,0,0,0,0,0,0,0,0.75
"579","02","25 kPa","BAe2","07","Day 0","03","75/25","Tenascin CDecorin","TCDN",92.6666666666667,92.5544884559,"1",0,0,0,0,0.75,0,0,0,0.25
"580","02","25 kPa","BAe2","07","Day 0","04","25/75","Collagen IVTenascin C","C4TC",140.666666666667,76.7875858022202,"1",0,0.25,0,0,0.75,0,0,0,0
"581","02","25 kPa","BAe2","07","Day 0","05","75/25","OsteopontinFibronectin","OPNFN",66,58.025856305616,"1",0,0,0,0,0,0.75,0,0.25,0
"582","02","25 kPa","BAe2","07","Day 0","06","50/50","Collagen IVDecorin","C4DN",131.333333333333,79.4313120459012,"1",0,0.5,0,0,0,0,0,0,0.5
"583","02","25 kPa","BAe2","07","Day 0","07","100","Decorin","DN",130.666666666667,118.153854500534,"1",0,0,0,0,0,0,0,0,1
"584","02","25 kPa","BAe2","07","Day 0","08","75/25","Collagen IVFibronectin","C4FN",161,106.88779163216,"1",0,0.75,0,0,0,0,0.25,0,0
"585","02","25 kPa","BAe2","07","Day 0","09","50/50","OsteopontinDecorin","OPNDN",71.3333333333333,71.5914333795136,"1",0,0,0,0,0,0.5,0,0,0.5
"586","02","25 kPa","BAe2","07","Day 0","10","25/75","Hyaluronic AcidDecorin","HADN",55.6666666666667,50.2029215617312,"1",0,0,0,0.25,0,0,0,0,0.75
"587","02","25 kPa","BAe2","07","Day 0","11","25/75","LamininDecorin","LNDN",47,38.0394532032205,"1",0,0,0.25,0,0,0,0,0,0.75
"588","02","25 kPa","BAe2","07","Day 0","12","75/25","Collagen IVLaminin","C4LN",102.333333333333,42.359571921035,"1",0,0.75,0.25,0,0,0,0,0,0
"589","02","25 kPa","BAe2","08","Day 0","02","50/50","LamininOsteopontin","LNOPN",70.3333333333333,45.3468117218105,"1",0,0,0.5,0,0,0.5,0,0,0
"590","02","25 kPa","BAe2","08","Day 0","03","25/75","LamininHyaluronic Acid","LNHA",85.6666666666667,23.5017729827631,"1",0,0,0.25,0.75,0,0,0,0,0
"591","02","25 kPa","BAe2","08","Day 0","04","75/25","Collagen IFibronectin","C1FN",177,42.154477816716,"1",0.75,0,0,0,0,0,0,0.25,0
"592","02","25 kPa","BAe2","08","Day 0","05","50/50","LamininFibronectin","LNFN",92.3333333333333,18.7705443004015,"1",0,0,0.5,0,0,0,0,0.5,0
"593","02","25 kPa","BAe2","08","Day 0","06","75/25","DecorinFibronectin","DNFN",79,30.4466746952767,"1",0,0,0,0,0,0,0,0.25,0.75
"594","02","25 kPa","BAe2","08","Day 0","07","25/75","Collagen IOsteopontin","C1OPN",139.333333333333,51.0816340119747,"1",0.25,0,0,0,0,0.75,0,0,0
"595","02","25 kPa","BAe2","08","Day 0","08","25/75","OsteopontinDecorin","OPNDN",108.666666666667,45.8839114868527,"1",0,0,0,0,0,0.25,0,0,0.75
"596","02","25 kPa","BAe2","08","Day 0","09","50/50","Tenascin CDecorin","TCDN",103,18.5202591774521,"1",0,0,0,0,0.5,0,0,0,0.5
"597","02","25 kPa","BAe2","08","Day 0","10","25/75","Collagen IVDecorin","C4DN",119.333333333333,4.93288286231625,"1",0,0.25,0,0,0,0,0,0,0.75
"598","02","25 kPa","BAe2","08","Day 0","11","100","Laminin","LN",97.3333333333333,37.1124417592447,"1",0,0,1,0,0,0,0,0,0
"599","02","25 kPa","BAe2","08","Day 0","12","100","Fibronectin","FN",24.6666666666667,4.93288286231625,"1",0,0,0,0,0,0,0,1,0
"600","02","25 kPa","BAe2","09","Day 0","02","75/25","Tenascin CFibronectin","TCFN",28.6666666666667,31.005375877956,"1",0,0,0,0,0.75,0,0,0.25,0
"601","02","25 kPa","BAe2","09","Day 0","03","75/25","LamininDecorin","LNDN",47,54.6717477313466,"1",0,0,0.75,0,0,0,0,0,0.25
"602","02","25 kPa","BAe2","09","Day 0","04","50/50","LamininDecorin","LNDN",31.3333333333333,20.2072594216369,"1",0,0,0.5,0,0,0,0,0,0.5
"603","02","25 kPa","BAe2","10","Day 0","02","25/75","Hyaluronic AcidOsteopontin","HAOPN",44.3333333333333,20.4042479237372,"1",0,0,0,0.25,0,0.75,0,0,0
"604","02","25 kPa","BAe2","10","Day 0","03","75/25","Collagen IHyaluronic Acid","C1HA",167.333333333333,71.1500761302005,"1",0.75,0,0,0,0,0.25,0,0,0
"605","02","25 kPa","BAe2","10","Day 0","04","50/50","Collagen IOsteopontin","C1OPN",118.333333333333,43.2473505932252,"1",0.5,0,0,0,0,0.5,0,0,0
"606","02","25 kPa","BAe2","11","Day 0","02","50/50","Collagen ITenascin C","C1TC",165,92.2605007573664,"1",0.5,0,0,0,0.5,0,0,0,0
"607","02","25 kPa","BAe2","11","Day 0","03","50/50","Collagen IVTenascin C","C4TC",148.666666666667,65.8963833099612,"1",0,0.5,0,0,0.5,0,0,0,0
"608","02","25 kPa","BAe2","11","Day 0","04","25/75","LamininOsteopontin","LNOPN",42.3333333333333,27.1538824725551,"1",0,0,0.25,0,0,0.75,0,0,0
"609","02","25 kPa","BAe2","12","Day 0","02","75/25","OsteopontinDecorin","OPNDN",92.5,31.8198051533946,"1",0,0,0,0,0,0.75,0,0,0.25
"610","02","25 kPa","BAe2","12","Day 0","03","50/50","Tenascin CHyaluronic Acid","TCHA",96.5,36.0624458405139,"1",0,0,0,0.5,0.5,0,0,0,0
"611","02","25 kPa","BAe2","12","Day 0","04","50/50","Tenascin COsteopontin","TCOPN",50.6666666666667,46.2313025268955,"1",0,0,0,0,0.5,0.5,0,0,0
"612","03","1 kPa","BAe2","02","Day 0","02","25/75","Collagen ILaminin","C1LN",83.3333333333333,32.3470761172217,"3",0.25,0,0.75,0,0,0,0,0,0
"613","03","1 kPa","BAe2","02","Day 0","03","50/50","Collagen IHyaluronic Acid","C1HA",109.666666666667,55.8957362715023,"3",0.5,0,0,0,0,0.5,0,0,0
"614","03","1 kPa","BAe2","02","Day 0","04","50/50","Hyaluronic AcidFibronectin","HAFN",8,6.557438524302,"3",0,0,0,0.5,0,0,0,0.5,0
"615","03","1 kPa","BAe2","02","Day 0","05","75/25","Collagen IVDecorin","C4DN",85.6666666666667,25.7746645629644,"3",0,0.75,0,0,0,0,0,0,0.25
"616","03","1 kPa","BAe2","02","Day 0","06","25/75","Collagen IVFibronectin","C4FN",80,17.3493515728975,"3",0,0.25,0,0,0,0,0.75,0,0
"617","03","1 kPa","BAe2","02","Day 0","07","75/25","Hyaluronic AcidFibronectin","HAFN",2.66666666666667,1.52752523165195,"3",0,0,0,0.75,0,0,0,0.25,0
"618","03","1 kPa","BAe2","02","Day 0","08","75/25","Hyaluronic AcidOsteopontin","HAOPN",14,NA,"3",0,0,0,0.75,0,0.25,0,0,0
"619","03","1 kPa","BAe2","02","Day 0","09","75/25","LamininHyaluronic Acid","LNHA",11.6666666666667,7.76745346515403,"3",0,0,0.75,0.25,0,0,0,0,0
"620","03","1 kPa","BAe2","02","Day 0","10","25/75","Tenascin COsteopontin","TCOPN",4,NA,"3",0,0,0,0,0.25,0.75,0,0,0
"621","03","1 kPa","BAe2","02","Day 0","11","75/25","LamininFibronectin","LNFN",6,3.46410161513775,"3",0,0,0.75,0,0,0,0,0.25,0
"622","03","1 kPa","BAe2","02","Day 0","12","75/25","LamininTenascin C","LNTC",3,3.46410161513775,"3",0,0,0.75,0,0.25,0,0,0,0
"623","03","1 kPa","BAe2","03","Day 0","02","75/25","Collagen ITenascin C","C1TC",150.333333333333,55.1029339811714,"3",0.75,0,0,0,0.25,0,0,0,0
